#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
FCER1G	VAMP8	4436828	4435329	9606.ENSP00000289902	9606.ENSP00000263864	0	0	0	0	0.096	0	0.900	0	0.905
GPR17	CXCL8	4450063	4438229	9606.ENSP00000442982	9606.ENSP00000306512	0	0	0	0	0	0	0.900	0.096	0.905
PTPN6	PPBP	4447701	4437223	9606.ENSP00000391592	9606.ENSP00000296028	0	0	0	0	0.098	0	0.900	0	0.905
NPC2	C3	4450343	4433951	9606.ENSP00000451112	9606.ENSP00000245907	0	0	0	0	0.062	0	0.900	0.072	0.905
FABP5	CTSC	4437379	4433384	9606.ENSP00000297258	9606.ENSP00000227266	0	0	0	0	0.061	0	0.900	0.074	0.905
MXRA8	TIMP1	4448061	4433052	9606.ENSP00000399229	9606.ENSP00000218388	0	0	0	0	0.088	0	0.900	0.050	0.905
PTPN6	PDPN	4447701	4437078	9606.ENSP00000391592	9606.ENSP00000294489	0	0	0	0	0	0	0.900	0.089	0.905
CFD	THBS1	4440329	4434771	9606.ENSP00000332139	9606.ENSP00000260356	0	0	0	0	0	0	0.900	0.094	0.905
ANXA1	PPBP	4444796	4437223	9606.ENSP00000366109	9606.ENSP00000296028	0	0	0	0	0.062	0	0.900	0.074	0.905
ANXA1	CXCL6	4444796	4433365	9606.ENSP00000366109	9606.ENSP00000226317	0	0	0	0	0.063	0	0.900	0.073	0.905
SELL	CD69	4433660	4433409	9606.ENSP00000236147	9606.ENSP00000228434	0	0	0	0	0.314	0	0	0.867	0.905
FUCA1	CREG1	4444399	4443557	9606.ENSP00000363603	9606.ENSP00000359540	0	0	0	0	0.096	0	0.900	0	0.905
CECR1	PYCARD	4446952	4434024	9606.ENSP00000382731	9606.ENSP00000247470	0	0	0	0	0.082	0	0.900	0.051	0.905
TTK	UBE2C	4443396	4441865	9606.ENSP00000358813	9606.ENSP00000348838	0	0	0	0	0.871	0	0	0.295	0.905
SDC2	MGAT4A	4438282	4435525	9606.ENSP00000307046	9606.ENSP00000264968	0	0	0	0	0	0	0.900	0.087	0.904
IFI30	VCAM1	4447175	4437090	9606.ENSP00000384886	9606.ENSP00000294728	0	0	0	0	0	0	0.900	0.085	0.904
CTSB	CTSL	4441541	4441511	9606.ENSP00000345672	9606.ENSP00000345344	0	0	0.270	0.652	0.243	0.050	0.800	0.951	0.904
CREG1	LYZ	4443557	4434847	9606.ENSP00000359540	9606.ENSP00000261267	0	0	0	0	0.087	0	0.900	0	0.904
ADORA3	PPBP	4443373	4437223	9606.ENSP00000358730	9606.ENSP00000296028	0	0	0	0	0.079	0	0.900	0.047	0.904
C3	LAMB1	4433951	4433228	9606.ENSP00000245907	9606.ENSP00000222399	0	0	0	0	0.067	0	0.900	0.063	0.904
FUCA1	MNDA	4444399	4443045	9606.ENSP00000363603	9606.ENSP00000357123	0	0	0	0	0.065	0	0.900	0.064	0.904
HMHA1	ANXA2	4449915	4441580	9606.ENSP00000439601	9606.ENSP00000346032	0	0	0	0	0	0	0.900	0.079	0.904
TRIM38	ICAM1	4441949	4435501	9606.ENSP00000349596	9606.ENSP00000264832	0	0	0	0	0.076	0	0.900	0.049	0.904
LAIR1	SLC2A5	4445944	4444888	9606.ENSP00000375622	9606.ENSP00000366641	0	0	0	0	0.088	0	0.900	0	0.904
FN1	MGAT4A	4441661	4435525	9606.ENSP00000346839	9606.ENSP00000264968	0	0	0	0	0	0	0.900	0.081	0.904
CLEC5A	PLAUR	4450298	4440945	9606.ENSP00000449999	9606.ENSP00000339328	0	0	0	0	0.088	0	0.900	0	0.904
CTSS	HP	4443237	4441808	9606.ENSP00000357981	9606.ENSP00000348170	0	0	0	0	0.084	0	0.900	0	0.904
FCER1G	STOM	4436828	4436690	9606.ENSP00000289902	9606.ENSP00000286713	0	0	0	0	0.062	0	0.900	0.061	0.904
SDC2	C3	4438282	4433951	9606.ENSP00000307046	9606.ENSP00000245907	0	0	0	0	0.062	0	0.900	0.062	0.904
APLNR	C3	4451129	4433951	9606.ENSP00000475344	9606.ENSP00000245907	0	0	0	0	0.076	0	0.900	0.047	0.904
GPR17	C3	4450063	4433951	9606.ENSP00000442982	9606.ENSP00000245907	0	0	0	0	0	0	0.900	0.083	0.904
ERBB3	LAMB1	4435741	4433228	9606.ENSP00000267101	9606.ENSP00000222399	0	0	0	0	0.061	0	0.900	0.064	0.904
CD53	VAMP8	4435973	4435329	9606.ENSP00000271324	9606.ENSP00000263864	0	0	0	0	0.088	0	0.900	0	0.904
C3	CXCL6	4433951	4433365	9606.ENSP00000245907	9606.ENSP00000226317	0	0	0	0	0	0	0.900	0.087	0.904
C3	SCG3	4433951	4433115	9606.ENSP00000245907	9606.ENSP00000220478	0	0	0	0	0	0	0.900	0.082	0.904
CCL5	GPR17	4451102	4450063	9606.ENSP00000474412	9606.ENSP00000442982	0	0	0	0	0	0	0.900	0.080	0.904
DSE	BCAN	4440331	4440238	9606.ENSP00000332151	9606.ENSP00000331210	0	0	0	0	0	0	0.900	0.088	0.904
CD36	VAMP8	4448068	4435329	9606.ENSP00000399421	9606.ENSP00000263864	0	0	0	0	0	0	0.900	0.082	0.904
TPD52L1	VAMP8	4449699	4435329	9606.ENSP00000434142	9606.ENSP00000263864	0	0	0	0	0.062	0	0.900	0.068	0.904
ANXA1	EDNRA	4444796	4438963	9606.ENSP00000366109	9606.ENSP00000315011	0	0	0	0	0.062	0	0.900	0.067	0.904
ANXA1	GPR183	4444796	4444726	9606.ENSP00000366109	9606.ENSP00000365596	0	0	0	0	0.079	0	0.900	0	0.904
BLNK	LCP2	4433296	4432628	9606.ENSP00000224337	9606.ENSP00000046794	0	0	0	0.627	0.159	0.305	0.800	0.678	0.904
PLAC8	ANXA2	4448082	4441580	9606.ENSP00000399700	9606.ENSP00000346032	0	0	0	0	0.082	0	0.900	0	0.904
APLNR	C5AR1	4451129	4441697	9606.ENSP00000475344	9606.ENSP00000347197	0	0	0	0.720	0.061	0	0.900	0.135	0.904
CD36	CD53	4448068	4435973	9606.ENSP00000399421	9606.ENSP00000271324	0	0	0	0	0.088	0	0.900	0	0.904
SERPINA1	FSTL1	4448813	4437169	9606.ENSP00000416066	9606.ENSP00000295633	0	0	0	0	0	0	0.900	0.088	0.904
FPR1	STOM	4450996	4436690	9606.ENSP00000471493	9606.ENSP00000286713	0	0	0	0	0.061	0.063	0.900	0	0.904
TRIM22	FCGR1A	4445296	4443273	9606.ENSP00000369299	9606.ENSP00000358165	0	0	0	0	0.065	0	0.900	0.064	0.904
IFI30	TRIM38	4447175	4441949	9606.ENSP00000384886	9606.ENSP00000349596	0	0	0	0	0.081	0	0.900	0	0.904
CTSS	PTX3	4443237	4437211	9606.ENSP00000357981	9606.ENSP00000295927	0	0	0	0	0	0	0.900	0.082	0.904
MMP9	ALDOC	4443919	4433361	9606.ENSP00000361405	9606.ENSP00000226253	0	0	0	0	0.061	0	0.900	0.068	0.904
NPC2	FABP5	4450343	4437379	9606.ENSP00000451112	9606.ENSP00000297258	0	0	0	0	0.062	0	0.900	0.060	0.904
PTX3	LYZ	4437211	4434847	9606.ENSP00000295927	9606.ENSP00000261267	0	0	0	0	0	0	0.900	0.082	0.904
SPON2	ADAMTS1	4451791	4436609	9606.ENSP00000483599	9606.ENSP00000284984	0	0	0	0	0.062	0	0.900	0.062	0.904
LAIR1	CYBA	4445944	4434915	9606.ENSP00000375622	9606.ENSP00000261623	0	0	0	0	0.086	0	0.900	0	0.904
CXCL1	DOCK2	4446449	4434518	9606.ENSP00000379110	9606.ENSP00000256935	0	0	0	0	0.059	0	0.900	0.064	0.904
ISLR	TIMP1	4434109	4433052	9606.ENSP00000249842	9606.ENSP00000218388	0	0	0	0	0.061	0.064	0.900	0	0.904
ANXA1	P2RY13	4444796	4439360	9606.ENSP00000366109	9606.ENSP00000320376	0	0	0	0	0	0	0.900	0.079	0.903
HMHA1	PYCARD	4449915	4434024	9606.ENSP00000439601	9606.ENSP00000247470	0	0	0	0	0.078	0	0.900	0	0.903
CD14	BIRC3	4438033	4435265	9606.ENSP00000304236	9606.ENSP00000263464	0	0	0	0	0.063	0	0.900	0.048	0.903
GABBR1	KCNJ2	4444811	4433856	9606.ENSP00000366233	9606.ENSP00000243457	0	0	0	0	0	0	0.900	0.076	0.903
PRSS23	SCG3	4436368	4433115	9606.ENSP00000280258	9606.ENSP00000220478	0	0	0	0	0	0	0.900	0.075	0.903
GBP1	CXCL10	4443543	4438146	9606.ENSP00000359504	9606.ENSP00000305651	0	0	0	0	0.796	0	0	0.544	0.903
HMHA1	CREG1	4449915	4443557	9606.ENSP00000439601	9606.ENSP00000359540	0	0	0	0	0.061	0	0.900	0.056	0.903
COL15A1	CTSB	4444486	4441541	9606.ENSP00000364140	9606.ENSP00000345672	0	0	0	0	0.066	0	0.900	0.050	0.903
CYR61	C3	4448043	4433951	9606.ENSP00000398736	9606.ENSP00000245907	0	0	0	0	0.062	0	0.900	0.057	0.903
HP	ALDOC	4441808	4433361	9606.ENSP00000348170	9606.ENSP00000226253	0	0	0	0	0.062	0	0.900	0.056	0.903
ADORA3	C3	4443373	4433951	9606.ENSP00000358730	9606.ENSP00000245907	0	0	0	0	0	0	0.900	0.079	0.903
C3AR1	CXCL6	4437821	4433365	9606.ENSP00000302079	9606.ENSP00000226317	0	0	0	0	0.061	0	0.900	0.053	0.903
APLNR	FPR1	4451129	4450996	9606.ENSP00000475344	9606.ENSP00000471493	0	0	0	0.692	0	0	0.900	0.145	0.903
CDC20	FAM64A	4443940	4434116	9606.ENSP00000361540	9606.ENSP00000250056	0	0	0	0	0.871	0	0	0.284	0.903
FPR1	BST2	4450996	4434236	9606.ENSP00000471493	9606.ENSP00000252593	0	0	0	0	0.061	0	0.900	0.054	0.903
CLIP3	BIRC3	4442388	4435265	9606.ENSP00000353732	9606.ENSP00000263464	0	0	0	0	0.062	0.050	0.900	0	0.903
CYBB	MMP9	4445083	4443919	9606.ENSP00000367851	9606.ENSP00000361405	0	0	0	0	0.170	0	0.650	0.695	0.903
PLAC8	CECR1	4448082	4446952	9606.ENSP00000399700	9606.ENSP00000382731	0	0	0	0	0.071	0	0.900	0	0.903
APOC2	SDC4	4450821	4444011	9606.ENSP00000466775	9606.ENSP00000361818	0	0	0	0	0.061	0	0.900	0.059	0.903
ITGB2	TYROBP	4446737	4435115	9606.ENSP00000380948	9606.ENSP00000262629	0	0	0	0	0.852	0	0	0.377	0.903
STOM	CD93	4436690	4433960	9606.ENSP00000286713	9606.ENSP00000246006	0	0	0	0	0.070	0	0.900	0	0.903
MNDA	CTSC	4443045	4433384	9606.ENSP00000357123	9606.ENSP00000227266	0	0	0	0	0.062	0	0.900	0.051	0.903
SLPI	PTX3	4441219	4437211	9606.ENSP00000342082	9606.ENSP00000295927	0	0	0	0	0	0	0.900	0.073	0.903
GPR17	CCR5	4450063	4436956	9606.ENSP00000442982	9606.ENSP00000292303	0	0	0	0.697	0	0	0.900	0.138	0.903
ALDOC	CTSH	4433361	4433111	9606.ENSP00000226253	9606.ENSP00000220166	0	0	0	0	0.052	0	0.900	0.063	0.903
P2RY13	C3	4439360	4433951	9606.ENSP00000320376	9606.ENSP00000245907	0	0	0	0	0.061	0	0.900	0.050	0.903
C3AR1	VAMP8	4437821	4435329	9606.ENSP00000302079	9606.ENSP00000263864	0	0	0	0	0.077	0	0.900	0	0.903
SERPINA1	PRSS23	4448813	4436368	9606.ENSP00000416066	9606.ENSP00000280258	0	0	0	0	0	0	0.900	0.071	0.903
CXCL2	CCL2	4449392	4433339	9606.ENSP00000427279	9606.ENSP00000225831	0	0	0	0	0.193	0	0	0.885	0.903
SLC2A5	PLAU	4444888	4444017	9606.ENSP00000366641	9606.ENSP00000361850	0	0	0	0	0.061	0	0.900	0.058	0.903
FABP5	LYZ	4437379	4434847	9606.ENSP00000297258	9606.ENSP00000261267	0	0	0	0	0.061	0	0.900	0.051	0.903
THBS1	ISLR	4434771	4434109	9606.ENSP00000260356	9606.ENSP00000249842	0	0	0	0	0	0	0.900	0.069	0.903
ADORA3	CXCL5	4443373	4437222	9606.ENSP00000358730	9606.ENSP00000296027	0	0	0	0	0	0	0.900	0.079	0.903
APLNR	CXCL5	4451129	4437222	9606.ENSP00000475344	9606.ENSP00000296027	0	0	0	0	0	0	0.900	0.074	0.903
CD36	PLAU	4448068	4444017	9606.ENSP00000399421	9606.ENSP00000361850	0	0	0	0	0.062	0	0.900	0.050	0.903
RNASET2	CTSC	4449364	4433384	9606.ENSP00000426455	9606.ENSP00000227266	0	0	0	0	0.062	0	0.900	0.050	0.903
CD33	CYBA	4435042	4434915	9606.ENSP00000262262	9606.ENSP00000261623	0	0	0	0	0.072	0	0.900	0.046	0.903
GPR17	EDNRA	4450063	4438963	9606.ENSP00000442982	9606.ENSP00000315011	0	0	0	0.599	0.070	0	0.900	0	0.903
FCGR1A	TRIM38	4443273	4441949	9606.ENSP00000358165	9606.ENSP00000349596	0	0	0	0	0	0	0.900	0.075	0.903
GPR17	GPR65	4450063	4435771	9606.ENSP00000442982	9606.ENSP00000267549	0	0	0	0.736	0.062	0	0.900	0.105	0.903
TRIM22	ICAM1	4445296	4435501	9606.ENSP00000369299	9606.ENSP00000264832	0	0	0	0	0.067	0	0.900	0.046	0.903
APLNR	CXCL10	4451129	4438146	9606.ENSP00000475344	9606.ENSP00000305651	0	0	0	0	0	0	0.900	0.073	0.903
GABBR1	C5AR1	4444811	4441697	9606.ENSP00000366233	9606.ENSP00000347197	0	0	0	0	0	0	0.900	0.073	0.903
SLC2A5	CD53	4444888	4435973	9606.ENSP00000366641	9606.ENSP00000271324	0	0	0	0	0.070	0	0.900	0	0.903
SNAP91	CD4	4448123	4432588	9606.ENSP00000400459	9606.ENSP00000011653	0	0	0	0	0.061	0	0.900	0.054	0.903
PLAU	CD33	4444017	4435042	9606.ENSP00000361850	9606.ENSP00000262262	0	0	0	0	0	0	0.900	0.077	0.903
FPR1	GPR17	4450996	4450063	9606.ENSP00000471493	9606.ENSP00000442982	0	0	0	0.657	0	0	0.900	0.146	0.903
PTPN6	SLPI	4447701	4441219	9606.ENSP00000391592	9606.ENSP00000342082	0	0	0	0	0.062	0	0.900	0	0.902
CD3D	VAMP8	4437689	4435329	9606.ENSP00000300692	9606.ENSP00000263864	0	0	0	0	0.065	0	0.900	0	0.902
SLC2A5	C3AR1	4444888	4437821	9606.ENSP00000366641	9606.ENSP00000302079	0	0	0	0	0.064	0	0.900	0	0.902
HMHA1	C3	4449915	4433951	9606.ENSP00000439601	9606.ENSP00000245907	0	0	0	0	0.061	0	0.900	0	0.902
GPR17	CX3CR1	4450063	4442101	9606.ENSP00000442982	9606.ENSP00000351059	0	0	0	0.672	0	0	0.900	0.111	0.902
SLPI	DOCK2	4441219	4434518	9606.ENSP00000342082	9606.ENSP00000256935	0	0	0	0	0.061	0	0.900	0	0.902
CD36	STOM	4448068	4436690	9606.ENSP00000399421	9606.ENSP00000286713	0	0	0	0	0.063	0	0.900	0	0.902
GPR183	CXCL3	4444726	4437221	9606.ENSP00000365596	9606.ENSP00000296026	0	0	0	0	0.061	0	0.900	0	0.902
HMHA1	LYZ	4449915	4434847	9606.ENSP00000439601	9606.ENSP00000261267	0	0	0	0	0.062	0	0.900	0	0.902
ADORA3	CXCL6	4443373	4433365	9606.ENSP00000358730	9606.ENSP00000226317	0	0	0	0	0	0	0.900	0.064	0.902
RNASET2	ANXA2	4449364	4441580	9606.ENSP00000426455	9606.ENSP00000346032	0	0	0	0	0.061	0	0.900	0.049	0.902
HP	TNFAIP6	4441808	4433852	9606.ENSP00000348170	9606.ENSP00000243347	0	0	0	0	0.051	0	0.900	0.054	0.902
CYBB	STOM	4445083	4436690	9606.ENSP00000367851	9606.ENSP00000286713	0	0	0	0	0.062	0	0.900	0.043	0.902
HMHA1	PLAC8	4449915	4448082	9606.ENSP00000439601	9606.ENSP00000399700	0	0	0	0	0.064	0	0.900	0	0.902
GNG4	CXCL3	4445956	4437221	9606.ENSP00000375727	9606.ENSP00000296026	0	0	0	0	0	0	0.900	0.064	0.902
UBE2C	NCAPG	4441865	4434176	9606.ENSP00000348838	9606.ENSP00000251496	0	0	0	0	0.864	0	0	0.312	0.902
ARPC1B	FCGR2A	4447620	4435978	9606.ENSP00000389631	9606.ENSP00000271450	0	0	0	0	0.063	0	0.900	0	0.902
GNG4	C5AR1	4445956	4441697	9606.ENSP00000375727	9606.ENSP00000347197	0	0	0	0	0	0	0.900	0.062	0.902
FUCA1	C3	4444399	4433951	9606.ENSP00000363603	9606.ENSP00000245907	0	0	0	0	0.062	0	0.900	0	0.902
TNFAIP6	ALDOC	4433852	4433361	9606.ENSP00000243347	9606.ENSP00000226253	0	0	0	0	0	0	0.900	0.066	0.902
PLAUR	STOM	4440945	4436690	9606.ENSP00000339328	9606.ENSP00000286713	0	0	0	0	0.061	0	0.900	0	0.902
SLC2A5	TNFRSF1B	4444888	4444700	9606.ENSP00000366641	9606.ENSP00000365435	0	0	0	0	0.063	0	0.900	0	0.902
COL15A1	CTSS	4444486	4443237	9606.ENSP00000364140	9606.ENSP00000357981	0	0	0	0	0.061	0	0.900	0	0.902
CECR1	FABP5	4446952	4437379	9606.ENSP00000382731	9606.ENSP00000297258	0	0	0	0	0.064	0	0.900	0	0.902
HMHA1	CECR1	4449915	4446952	9606.ENSP00000439601	9606.ENSP00000382731	0	0	0	0	0.063	0	0.900	0	0.902
IGFBP4	CP	4435901	4435459	9606.ENSP00000269593	9606.ENSP00000264613	0	0	0	0	0.061	0	0.900	0.046	0.902
SERPINA1	MGAT4A	4448813	4435525	9606.ENSP00000416066	9606.ENSP00000264968	0	0	0	0	0.065	0	0.900	0	0.902
APLNR	CXCL1	4451129	4446449	9606.ENSP00000475344	9606.ENSP00000379110	0	0	0	0	0	0	0.900	0.064	0.902
CD44	TRIM38	4448037	4441949	9606.ENSP00000398632	9606.ENSP00000349596	0	0	0	0	0.065	0	0.900	0	0.902
GABBR1	CX3CR1	4444811	4442101	9606.ENSP00000366233	9606.ENSP00000351059	0	0	0	0	0	0	0.900	0.063	0.902
CECR1	C3	4446952	4433951	9606.ENSP00000382731	9606.ENSP00000245907	0	0	0	0	0.062	0	0.900	0	0.902
NPC2	PLAC8	4450343	4448082	9606.ENSP00000451112	9606.ENSP00000399700	0	0	0	0	0.062	0	0.900	0	0.902
COL15A1	CTSL	4444486	4441511	9606.ENSP00000364140	9606.ENSP00000345344	0	0	0	0	0.061	0	0.900	0	0.902
FUCA1	ANXA2	4444399	4441580	9606.ENSP00000363603	9606.ENSP00000346032	0	0	0	0	0.060	0	0.900	0.047	0.902
NPC2	PYCARD	4450343	4434024	9606.ENSP00000451112	9606.ENSP00000247470	0	0	0	0	0.062	0	0.900	0	0.902
TNFRSF1B	STOM	4444700	4436690	9606.ENSP00000365435	9606.ENSP00000286713	0	0	0	0	0.062	0	0.900	0	0.902
MXRA8	CP	4448061	4435459	9606.ENSP00000399229	9606.ENSP00000264613	0	0	0	0	0.061	0	0.900	0	0.902
STOM	BST2	4436690	4434236	9606.ENSP00000286713	9606.ENSP00000252593	0	0	0	0	0.062	0	0.900	0	0.902
PTPN6	CXCL1	4447701	4446449	9606.ENSP00000391592	9606.ENSP00000379110	0	0	0	0	0	0	0.900	0.069	0.902
TNFRSF1B	VAMP8	4444700	4435329	9606.ENSP00000365435	9606.ENSP00000263864	0	0	0	0	0.061	0	0.900	0	0.902
ANXA1	GPR65	4444796	4435771	9606.ENSP00000366109	9606.ENSP00000267549	0	0	0	0	0.062	0	0.900	0	0.902
GPR183	CXCL5	4444726	4437222	9606.ENSP00000365596	9606.ENSP00000296027	0	0	0	0	0.061	0	0.900	0	0.902
COPZ2	KIF2C	4451516	4443901	9606.ENSP00000480707	9606.ENSP00000361298	0	0	0	0	0.061	0	0.900	0	0.902
GPR17	GNG4	4450063	4445956	9606.ENSP00000442982	9606.ENSP00000375727	0	0	0	0	0.064	0	0.900	0.042	0.902
GPR17	CXCL10	4450063	4438146	9606.ENSP00000442982	9606.ENSP00000305651	0	0	0	0	0	0	0.900	0.067	0.902
SLC2A5	VAMP8	4444888	4435329	9606.ENSP00000366641	9606.ENSP00000263864	0	0	0	0	0	0	0.900	0.069	0.902
FUCA1	LYZ	4444399	4434847	9606.ENSP00000363603	9606.ENSP00000261267	0	0	0	0	0.065	0	0.900	0	0.902
OLR1	CD93	4438475	4433960	9606.ENSP00000309124	9606.ENSP00000246006	0	0	0	0	0.063	0	0.900	0	0.902
CYBA	CD93	4434915	4433960	9606.ENSP00000261623	9606.ENSP00000246006	0	0	0	0	0.061	0	0.900	0	0.902
STOM	GLIPR1	4436690	4435718	9606.ENSP00000286713	9606.ENSP00000266659	0	0	0	0	0.061	0	0.900	0	0.902
NPC2	HMHA1	4450343	4449915	9606.ENSP00000451112	9606.ENSP00000439601	0	0	0	0	0.061	0	0.900	0	0.902
PRC1	KIF2C	4446249	4443901	9606.ENSP00000377793	9606.ENSP00000361298	0	0	0	0	0.839	0.182	0	0.318	0.902
OLR1	CD53	4438475	4435973	9606.ENSP00000309124	9606.ENSP00000271324	0	0	0	0	0	0	0.900	0.065	0.902
CLEC5A	CYBA	4450298	4434915	9606.ENSP00000449999	9606.ENSP00000261623	0	0	0	0	0.062	0	0.900	0	0.902
GPR183	CXCL6	4444726	4433365	9606.ENSP00000365596	9606.ENSP00000226317	0	0	0	0	0.061	0	0.900	0	0.902
GPR17	CCR1	4450063	4437243	9606.ENSP00000442982	9606.ENSP00000296140	0	0	0	0.713	0	0	0.900	0.115	0.902
MXRA8	PRSS23	4448061	4436368	9606.ENSP00000399229	9606.ENSP00000280258	0	0	0	0	0.064	0	0.900	0	0.902
TPD52L1	CPD	4449699	4433330	9606.ENSP00000434142	9606.ENSP00000225719	0	0	0	0	0.062	0	0.900	0	0.902
GPR17	CXCL9	4450063	4442567	9606.ENSP00000442982	9606.ENSP00000354901	0	0	0	0	0	0	0.900	0.067	0.902
CXCL1	CCL2	4446449	4433339	9606.ENSP00000379110	9606.ENSP00000225831	0	0	0	0	0.210	0	0	0.881	0.902
DAB2	CD4	4438856	4432588	9606.ENSP00000313391	9606.ENSP00000011653	0	0	0	0	0.061	0	0.900	0	0.902
HP	DOCK2	4441808	4434518	9606.ENSP00000348170	9606.ENSP00000256935	0	0	0	0	0.061	0	0.900	0	0.902
SLC2A5	CD93	4444888	4433960	9606.ENSP00000366641	9606.ENSP00000246006	0	0	0	0	0.069	0	0.900	0	0.902
PLAU	STOM	4444017	4436690	9606.ENSP00000361850	9606.ENSP00000286713	0	0	0	0	0.061	0	0.900	0	0.902
PLAC8	CREG1	4448082	4443557	9606.ENSP00000399700	9606.ENSP00000359540	0	0	0	0	0.061	0	0.900	0	0.902
MXRA8	C3	4448061	4433951	9606.ENSP00000399229	9606.ENSP00000245907	0	0	0	0	0	0	0.900	0.061	0.902
CXCL1	GPR183	4446449	4444726	9606.ENSP00000379110	9606.ENSP00000365596	0	0	0	0	0.061	0	0.900	0.048	0.902
LILRB2	OLR1	4445945	4438475	9606.ENSP00000375629	9606.ENSP00000309124	0	0	0	0	0.069	0	0.900	0	0.902
OLR1	STOM	4438475	4436690	9606.ENSP00000309124	9606.ENSP00000286713	0	0	0	0	0.061	0	0.900	0	0.902
C3AR1	STOM	4437821	4436690	9606.ENSP00000302079	9606.ENSP00000286713	0	0	0	0	0.062	0	0.900	0	0.902
GPR183	CCL20	4444726	4442174	9606.ENSP00000365596	9606.ENSP00000351671	0	0	0	0	0	0	0.900	0.064	0.902
ADORA3	CXCL3	4443373	4437221	9606.ENSP00000358730	9606.ENSP00000296026	0	0	0	0	0	0	0.900	0.069	0.902
ADORA3	CCL20	4443373	4442174	9606.ENSP00000358730	9606.ENSP00000351671	0	0	0	0	0	0	0.900	0.061	0.902
GPSM2	GNG4	4447241	4445956	9606.ENSP00000385510	9606.ENSP00000375727	0	0	0	0	0.061	0	0.900	0	0.902
STOM	CYBA	4436690	4434915	9606.ENSP00000286713	9606.ENSP00000261623	0	0	0	0	0.061	0	0.900	0	0.902
HMHA1	CTSC	4449915	4433384	9606.ENSP00000439601	9606.ENSP00000227266	0	0	0	0	0.062	0	0.900	0	0.902
LPAR6	GNA15	4445053	4435170	9606.ENSP00000367691	9606.ENSP00000262958	0	0	0	0	0.065	0	0.900	0	0.902
MNDA	ANXA2	4443045	4441580	9606.ENSP00000357123	9606.ENSP00000346032	0	0	0	0	0	0	0.900	0.067	0.902
CDC20	TRIM9	4443940	4437487	9606.ENSP00000361540	9606.ENSP00000298355	0	0	0	0	0.062	0	0.900	0	0.902
CLEC5A	STOM	4450298	4436690	9606.ENSP00000449999	9606.ENSP00000286713	0	0	0	0	0.061	0	0.900	0	0.902
ITGB2	STOM	4446737	4436690	9606.ENSP00000380948	9606.ENSP00000286713	0	0	0	0	0.062	0	0.900	0	0.902
CD163	CSF1R	4442211	4436666	9606.ENSP00000352071	9606.ENSP00000286301	0	0	0	0	0.779	0	0	0.575	0.902
CSPG5	XYLT1	4445771	4434866	9606.ENSP00000373244	9606.ENSP00000261381	0	0	0	0	0.061	0	0.900	0	0.902
DSE	NCAN	4440331	4434234	9606.ENSP00000332151	9606.ENSP00000252575	0	0	0	0	0	0	0.900	0.068	0.902
PTPN6	TNFAIP6	4447701	4433852	9606.ENSP00000391592	9606.ENSP00000243347	0	0	0	0	0.064	0	0.900	0.043	0.902
DAB2	IL7R	4438856	4438199	9606.ENSP00000313391	9606.ENSP00000306157	0	0	0	0	0.061	0	0.900	0	0.902
CD36	CYBA	4448068	4434915	9606.ENSP00000399421	9606.ENSP00000261623	0	0	0	0	0.062	0	0.900	0	0.902
RNASET2	PLAC8	4449364	4448082	9606.ENSP00000426455	9606.ENSP00000399700	0	0	0	0	0.062	0	0.900	0.046	0.902
LPAR6	ANXA1	4445053	4444796	9606.ENSP00000367691	9606.ENSP00000366109	0	0	0	0	0.061	0	0.900	0.048	0.902
HMHA1	RNASET2	4449915	4449364	9606.ENSP00000439601	9606.ENSP00000426455	0	0	0	0	0.061	0	0.900	0	0.902
GLIPR1	VAMP8	4435718	4435329	9606.ENSP00000266659	9606.ENSP00000263864	0	0	0	0	0.061	0	0.900	0	0.902
GABBR1	CXCL8	4444811	4438229	9606.ENSP00000366233	9606.ENSP00000306512	0	0	0	0	0	0	0.900	0.063	0.902
ARPC1B	FCGR1A	4447620	4443273	9606.ENSP00000389631	9606.ENSP00000358165	0	0	0	0	0.062	0	0.900	0	0.902
VAMP8	CD33	4435329	4435042	9606.ENSP00000263864	9606.ENSP00000262262	0	0	0	0	0.065	0	0.900	0	0.902
PLAC8	FABP5	4448082	4437379	9606.ENSP00000399700	9606.ENSP00000297258	0	0	0	0	0.063	0	0.900	0	0.902
SDC2	CP	4438282	4435459	9606.ENSP00000307046	9606.ENSP00000264613	0	0	0	0	0.061	0	0.900	0	0.902
TNFAIP6	CTSH	4433852	4433111	9606.ENSP00000243347	9606.ENSP00000220166	0	0	0	0	0.050	0	0.900	0.051	0.901
CCL5	GPSM2	4451102	4447241	9606.ENSP00000474412	9606.ENSP00000385510	0	0	0	0	0	0	0.900	0.053	0.901
SNAP91	IL7R	4448123	4438199	9606.ENSP00000400459	9606.ENSP00000306157	0	0	0	0	0.055	0	0.900	0	0.901
OLR1	CD33	4438475	4435042	9606.ENSP00000309124	9606.ENSP00000262262	0	0	0	0	0	0	0.900	0.055	0.901
GPR17	CXCL13	4450063	4436695	9606.ENSP00000442982	9606.ENSP00000286758	0	0	0	0	0	0	0.900	0.055	0.901
